timestamp,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6
46.2,-8.60E-02,-1.25E-02,-8.60E-02,-1.25E-02,-8.60E-02,-1.25E-02
46.21,3.98E-02,-1.48E-02,3.98E-02,-1.48E-02,3.98E-02,-1.48E-02
46.22,8.88E-02,8.14E-02,8.88E-02,8.14E-02,8.88E-02,8.14E-02
46.23,5.14E-02,1.09E-01,5.14E-02,1.09E-01,5.14E-02,1.09E-01
46.24,-5.12E-02,1.15E-01,-5.12E-02,1.15E-01,-5.12E-02,1.15E-01
46.25,2.93E-02,5.08E-03,2.93E-02,5.08E-03,2.93E-02,5.08E-03
46.26,1.03E-01,-6.49E-02,1.03E-01,-6.49E-02,1.03E-01,-6.49E-02
46.27,-4.03E-02,5.08E-03,-4.03E-02,5.08E-03,-4.03E-02,5.08E-03
46.28,-8.51E-03,8.07E-02,-8.51E-03,8.07E-02,-8.51E-03,8.07E-02
46.29,9.48E-02,8.44E-02,9.48E-02,8.44E-02,9.48E-02,8.44E-02
46.3,2.22E-02,1.00E-01,2.22E-02,1.00E-01,2.22E-02,1.00E-01
46.31,-1.77E-03,4.85E-02,-1.77E-03,4.85E-02,-1.77E-03,4.85E-02
46.32,4.65E-02,2.68E-02,4.65E-02,2.68E-02,4.65E-02,2.68E-02
46.33,2.70E-02,1.89E-02,2.70E-02,1.89E-02,2.70E-02,1.89E-02
46.34,-4.89E-02,3.69E-02,-4.89E-02,3.69E-02,-4.89E-02,3.69E-02
46.35,-5.94E-02,4.59E-02,-5.94E-02,4.59E-02,-5.94E-02,4.59E-02
46.36,1.20E-01,5.19E-02,1.20E-01,5.19E-02,1.20E-01,5.19E-02
46.37,3.90E-02,5.71E-02,3.90E-02,5.71E-02,3.90E-02,5.71E-02
46.38,2.85E-02,2.72E-02,2.85E-02,2.72E-02,2.85E-02,2.72E-02
46.39,1.24E-01,3.35E-02,1.24E-01,3.35E-02,1.24E-01,3.35E-02
46.4,7.96E-03,7.43E-02,7.96E-03,7.43E-02,7.96E-03,7.43E-02
46.41,-3.58E-02,4.77E-02,-3.58E-02,4.77E-02,-3.58E-02,4.77E-02
46.42,-1.28E-01,5.00E-02,-1.28E-01,5.00E-02,-1.28E-01,5.00E-02
46.43,1.92E-02,1.48E-02,1.92E-02,1.48E-02,1.92E-02,1.48E-02
46.44,1.88E-01,5.75E-02,1.88E-01,5.75E-02,1.88E-01,5.75E-02
46.45,4.01E-02,8.70E-02,4.01E-02,8.70E-02,4.01E-02,8.70E-02
46.46,-2.83E-02,-9.10E-04,-2.83E-02,-9.10E-04,-2.83E-02,-9.10E-04
46.47,5.44E-02,1.85E-02,5.44E-02,1.85E-02,5.44E-02,1.85E-02
46.48,3.09E-03,6.91E-02,3.09E-03,6.91E-02,3.09E-03,6.91E-02
46.49,1.39E-02,4.77E-02,1.39E-02,4.77E-02,1.39E-02,4.77E-02
46.5,-2.95E-02,6.91E-02,-2.95E-02,6.91E-02,-2.95E-02,6.91E-02
46.51,-5.38E-02,5.41E-02,-5.38E-02,5.41E-02,-5.38E-02,5.41E-02
46.52,1.14E-01,2.64E-02,1.14E-01,2.64E-02,1.14E-01,2.64E-02
46.53,1.64E-01,5.07E-02,1.64E-01,5.07E-02,1.64E-01,5.07E-02
46.54,-3.21E-02,2.60E-02,-3.21E-02,2.60E-02,-3.21E-02,2.60E-02
46.55,-3.40E-02,3.31E-02,-3.40E-02,3.31E-02,-3.40E-02,3.31E-02
46.56,1.10E-02,4.36E-02,1.10E-02,4.36E-02,1.10E-02,4.36E-02
46.57,5.25E-02,-1.89E-02,5.25E-02,-1.89E-02,5.25E-02,-1.89E-02
46.58,-1.11E-01,1.48E-01,-1.11E-01,1.48E-01,-1.11E-01,1.48E-01
46.59,7.83E-02,9.41E-02,7.83E-02,9.41E-02,7.83E-02,9.41E-02
46.6,-4.37E-01,2.79E-02,-4.37E-01,2.79E-02,-4.37E-01,2.79E-02
46.61,1.35E+00,-1.48E-02,1.35E+00,-1.48E-02,1.35E+00,-1.48E-02
46.62,-1.10E+00,2.64E-02,-1.10E+00,2.64E-02,-1.10E+00,2.64E-02
46.63,3.67E-01,6.61E-02,3.67E-01,6.61E-02,3.67E-01,6.61E-02
46.64,-6.13E-01,5.71E-02,-6.13E-01,5.71E-02,-6.13E-01,5.71E-02
46.65,8.26E-01,4.10E-02,8.26E-01,4.10E-02,8.26E-01,4.10E-02
46.66,2.89E-01,2.04E-02,2.89E-01,2.04E-02,2.89E-01,2.04E-02
46.67,-1.22E+00,1.50E-01,-1.22E+00,1.50E-01,-1.22E+00,1.50E-01
46.68,1.34E+00,-2.19E-02,1.34E+00,-2.19E-02,1.34E+00,-2.19E-02
46.69,-2.32E+00,1.11E-01,-2.32E+00,1.11E-01,-2.32E+00,1.11E-01
46.7,3.50E+00,-9.45E-02,3.50E+00,-9.45E-02,3.50E+00,-9.45E-02
46.71,-1.92E+00,1.27E-01,-1.92E+00,1.27E-01,-1.92E+00,1.27E-01
46.72,-3.80E-01,-1.64E-01,-3.80E-01,-1.64E-01,-3.80E-01,-1.64E-01
46.73,8.50E-01,3.12E-01,8.50E-01,3.12E-01,8.50E-01,3.12E-01
46.74,7.87E-02,2.89E-01,7.87E-02,2.89E-01,7.87E-02,2.89E-01
46.75,-5.49E-01,-3.20E-01,-5.49E-01,-3.20E-01,-5.49E-01,-3.20E-01
46.76,3.59E-01,-6.08E-02,3.59E-01,-6.08E-02,3.59E-01,-6.08E-02
46.77,1.21E-02,6.00E-01,1.21E-02,6.00E-01,1.21E-02,6.00E-01
46.78,-2.39E-02,-6.38E-01,-2.39E-02,-6.38E-01,-2.39E-02,-6.38E-01
46.79,7.94E-02,2.04E-01,7.94E-02,2.04E-01,7.94E-02,2.04E-01
46.8,-2.68E-01,2.47E-01,-2.68E-01,2.47E-01,-2.68E-01,2.47E-01
46.81,2.21E-01,1.91E-01,2.21E-01,1.91E-01,2.21E-01,1.91E-01
46.82,1.86E-01,-1.28E-01,1.86E-01,-1.28E-01,1.86E-01,-1.28E-01
46.83,-1.46E-01,-1.94E-01,-1.46E-01,-1.94E-01,-1.46E-01,-1.94E-01
46.84,5.62E-02,5.22E-02,5.62E-02,5.22E-02,5.62E-02,5.22E-02
46.85,-1.86E-02,9.01E-01,-1.86E-02,9.01E-01,-1.86E-02,9.01E-01
46.86,2.32E-01,-1.14E+00,2.32E-01,-1.14E+00,2.32E-01,-1.14E+00
46.87,-2.96E-01,7.26E-01,-2.96E-01,7.26E-01,-2.96E-01,7.26E-01
46.88,4.17E-01,-2.79E-02,4.17E-01,-2.79E-02,4.17E-01,-2.79E-02
46.89,-3.63E-01,-2.15E-01,-3.63E-01,-2.15E-01,-3.63E-01,-2.15E-01
46.9,1.10E-02,3.32E-01,1.10E-02,3.32E-01,1.10E-02,3.32E-01
46.91,3.28E-01,-7.95E-02,3.28E-01,-7.95E-02,3.28E-01,-7.95E-02
46.92,-1.04E-01,1.37E-01,-1.04E-01,1.37E-01,-1.04E-01,1.37E-01
46.93,6.90E-02,-1.23E-01,6.90E-02,-1.23E-01,6.90E-02,-1.23E-01
46.94,-2.63E-01,3.12E-01,-2.63E-01,3.12E-01,-2.63E-01,3.12E-01
46.95,4.08E-01,-1.98E-01,4.08E-01,-1.98E-01,4.08E-01,-1.98E-01
46.96,-4.89E-02,1.25E-01,-4.89E-02,1.25E-01,-4.89E-02,1.25E-01
46.97,-1.41E-01,-5.11E-02,-1.41E-01,-5.11E-02,-1.41E-01,-5.11E-02
46.98,5.55E-02,1.63E-01,5.55E-02,1.63E-01,5.55E-02,1.63E-01
46.99,-3.69E-02,1.29E-01,-3.69E-02,1.29E-01,-3.69E-02,1.29E-01
47,2.62E-01,-1.14E-01,2.62E-01,-1.14E-01,2.62E-01,-1.14E-01
47.01,-1.74E-01,3.20E-02,-1.74E-01,3.20E-02,-1.74E-01,3.20E-02
47.02,7.58E-03,2.81E-01,7.58E-03,2.81E-01,7.58E-03,2.81E-01
47.03,2.16E-01,-2.94E-01,2.16E-01,-2.94E-01,2.16E-01,-2.94E-01
47.04,-1.45E-02,2.11E-01,-1.45E-02,2.11E-01,-1.45E-02,2.11E-01
47.05,-1.97E-01,1.68E-01,-1.97E-01,1.68E-01,-1.97E-01,1.68E-01
47.06,1.10E-01,-1.47E-01,1.10E-01,-1.47E-01,1.10E-01,-1.47E-01
47.07,1.92E-01,1.64E-01,1.92E-01,1.64E-01,1.92E-01,1.64E-01
47.08,-1.07E-01,-4.24E-02,-1.07E-01,-4.24E-02,-1.07E-01,-4.24E-02
47.09,6.93E-02,5.08E-03,6.93E-02,5.08E-03,6.93E-02,5.08E-03
47.1,-1.14E-01,1.95E-01,-1.14E-01,1.95E-01,-1.14E-01,1.95E-01
47.11,2.22E-01,-8.77E-03,2.22E-01,-8.77E-03,2.22E-01,-8.77E-03
47.12,-8.37E-02,3.54E-02,-8.37E-02,3.54E-02,-8.37E-02,3.54E-02
47.13,-7.18E-02,8.10E-02,-7.18E-02,8.10E-02,-7.18E-02,8.10E-02
47.14,1.97E-01,-7.84E-02,1.97E-01,-7.84E-02,1.97E-01,-7.84E-02
47.15,-9.35E-02,2.04E-01,-9.35E-02,2.04E-01,-9.35E-02,2.04E-01
47.16,7.87E-02,3.31E-02,7.87E-02,3.31E-02,7.87E-02,3.31E-02
47.17,1.14E-01,-1.61E-01,1.14E-01,-1.61E-01,1.14E-01,-1.61E-01
47.18,-1.26E-01,2.06E-01,-1.26E-01,2.06E-01,-1.26E-01,2.06E-01
47.19,-7.74E-02,-1.21E-02,-7.74E-02,-1.21E-02,-7.74E-02,-1.21E-02
47.2,2.27E-01,-1.70E-02,2.27E-01,-1.70E-02,2.27E-01,-1.70E-02
47.21,-5.72E-02,2.66E-01,-5.72E-02,2.66E-01,-5.72E-02,2.66E-01
47.22,1.11E-01,-1.20E-01,1.11E-01,-1.20E-01,1.11E-01,-1.20E-01
47.23,-8.51E-03,1.49E-01,-8.51E-03,1.49E-01,-8.51E-03,1.49E-01
47.24,-4.82E-02,5.93E-02,-4.82E-02,5.93E-02,-4.82E-02,5.93E-02
47.25,1.69E-02,-9.78E-02,1.69E-02,-9.78E-02,1.69E-02,-9.78E-02
47.26,4.65E-02,9.41E-02,4.65E-02,9.41E-02,4.65E-02,9.41E-02
47.27,-1.41E-02,-2.41E-03,-1.41E-02,-2.41E-03,-1.41E-02,-2.41E-03
47.28,9.85E-02,1.03E-01,9.85E-02,1.03E-01,9.85E-02,1.03E-01
47.29,6.75E-02,8.48E-02,6.75E-02,8.48E-02,6.75E-02,8.48E-02
47.3,-2.83E-02,-3.16E-03,-2.83E-02,-3.16E-03,-2.83E-02,-3.16E-03
47.31,1.79E-01,1.54E-01,1.79E-01,1.54E-01,1.79E-01,1.54E-01
47.32,-2.50E-01,-1.21E-02,-2.50E-01,-1.21E-02,-2.50E-01,-1.21E-02
47.33,-1.38E-01,-1.92E-02,-1.38E-01,-1.92E-02,-1.38E-01,-1.92E-02
47.34,1.38E-01,5.63E-02,1.38E-01,5.63E-02,1.38E-01,5.63E-02
47.35,2.21E-01,-2.94E-02,2.21E-01,-2.94E-02,2.21E-01,-2.94E-02
47.36,1.36E-01,5.60E-02,1.36E-01,5.60E-02,1.36E-01,5.60E-02
47.37,-2.65E-02,1.23E-01,-2.65E-02,1.23E-01,-2.65E-02,1.23E-01
47.38,-6.54E-02,1.23E-01,-6.54E-02,1.23E-01,-6.54E-02,1.23E-01
47.39,9.45E-03,1.56E-02,9.45E-03,1.56E-02,9.45E-03,1.56E-02
47.4,-9.98E-02,1.59E-02,-9.98E-02,1.59E-02,-9.98E-02,1.59E-02
47.41,-4.26E-02,1.93E-02,-4.26E-02,1.93E-02,-4.26E-02,1.93E-02
47.42,1.68E-01,7.02E-02,1.68E-01,7.02E-02,1.68E-01,7.02E-02
47.43,1.06E-01,-5.36E-04,1.06E-01,-5.36E-04,1.06E-01,-5.36E-04
47.44,1.62E-02,4.06E-02,1.62E-02,4.06E-02,1.62E-02,4.06E-02
47.45,2.97E-02,1.17E-01,2.97E-02,1.17E-01,2.97E-02,1.17E-01
47.46,-8.56E-02,3.76E-02,-8.56E-02,3.76E-02,-8.56E-02,3.76E-02
47.47,5.44E-02,-1.63E-02,5.44E-02,-1.63E-02,5.44E-02,-1.63E-02
47.48,2.40E-02,4.44E-02,2.40E-02,4.44E-02,2.40E-02,4.44E-02
47.49,2.22E-02,8.22E-02,2.22E-02,8.22E-02,2.22E-02,8.22E-02
47.5,1.25E-01,5.22E-02,1.25E-01,5.22E-02,1.25E-01,5.22E-02
47.51,-3.17E-02,6.46E-02,-3.17E-02,6.46E-02,-3.17E-02,6.46E-02
47.52,-1.41E-01,4.85E-02,-1.41E-01,4.85E-02,-1.41E-01,4.85E-02
47.53,4.46E-02,2.98E-02,4.46E-02,2.98E-02,4.46E-02,2.98E-02
47.54,1.63E-01,6.20E-03,1.63E-01,6.20E-03,1.63E-01,6.20E-03
47.55,6.82E-02,1.14E-02,6.82E-02,1.14E-02,6.82E-02,1.14E-02
47.56,-2.15E-03,2.83E-03,-2.15E-03,2.83E-03,-2.15E-03,2.83E-03
47.57,9.45E-03,1.07E-01,9.45E-03,1.07E-01,9.45E-03,1.07E-01
47.58,-6.73E-02,1.09E-01,-6.73E-02,1.09E-01,-6.73E-02,1.09E-01
47.59,-4.14E-02,7.66E-02,-4.14E-02,7.66E-02,-4.14E-02,7.66E-02
47.6,1.01E-01,3.76E-02,1.01E-01,3.76E-02,1.01E-01,3.76E-02
47.61,7.79E-02,-5.40E-03,7.79E-02,-5.40E-03,7.79E-02,-5.40E-03
47.62,2.82E-02,3.73E-02,2.82E-02,3.73E-02,2.82E-02,3.73E-02
47.63,1.58E-02,-1.81E-02,1.58E-02,-1.81E-02,1.58E-02,-1.81E-02
47.64,1.17E-02,3.09E-02,1.17E-02,3.09E-02,1.17E-02,3.09E-02
47.65,-5.89E-03,1.33E-01,-5.89E-03,1.33E-01,-5.89E-03,1.33E-01
47.66,-2.35E-02,4.59E-02,-2.35E-02,4.59E-02,-2.35E-02,4.59E-02
47.67,1.81E-02,4.89E-02,1.81E-02,4.89E-02,1.81E-02,4.89E-02
47.68,1.30E-01,4.96E-02,1.30E-01,4.96E-02,1.30E-01,4.96E-02
47.69,2.70E-02,-1.51E-02,2.70E-02,-1.51E-02,2.70E-02,-1.51E-02
47.7,-6.64E-03,5.93E-02,-6.64E-03,5.93E-02,-6.64E-03,5.93E-02
47.71,1.36E-02,1.23E-01,1.36E-02,1.23E-01,1.36E-02,1.23E-01
47.72,1.51E-02,1.63E-02,1.51E-02,1.63E-02,1.51E-02,1.63E-02
47.73,1.97E-03,-1.66E-03,1.97E-03,-1.66E-03,1.97E-03,-1.66E-03
47.74,-2.76E-04,3.31E-02,-2.76E-04,3.31E-02,-2.76E-04,3.31E-02
47.75,7.94E-02,4.55E-02,7.94E-02,4.55E-02,7.94E-02,4.55E-02
47.76,2.40E-02,8.07E-02,2.40E-02,8.07E-02,2.40E-02,8.07E-02
47.77,1.97E-03,8.89E-02,1.97E-03,8.89E-02,1.97E-03,8.89E-02
47.78,2.85E-02,5.34E-02,2.85E-02,5.34E-02,2.85E-02,5.34E-02
47.79,-2.46E-02,-3.27E-02,-2.46E-02,-3.27E-02,-2.46E-02,-3.27E-02
47.8,7.83E-02,-2.03E-03,7.83E-02,-2.03E-03,7.83E-02,-2.03E-03
47.81,8.21E-02,7.51E-02,8.21E-02,7.51E-02,8.21E-02,7.51E-02
47.82,-1.60E-02,7.84E-02,-1.60E-02,7.84E-02,-1.60E-02,7.84E-02
47.83,-2.61E-02,4.74E-02,-2.61E-02,4.74E-02,-2.61E-02,4.74E-02
47.84,1.22E-03,5.82E-02,1.22E-03,5.82E-02,1.22E-03,5.82E-02
47.85,6.71E-02,1.33E-01,6.71E-02,1.33E-01,6.71E-02,1.33E-01
47.86,-7.76E-03,-3.38E-02,-7.76E-03,-3.38E-02,-7.76E-03,-3.38E-02
47.87,2.48E-02,-1.28E-01,2.48E-02,-1.28E-01,2.48E-02,-1.28E-01
47.88,3.49E-02,1.60E-01,3.49E-02,1.60E-01,3.49E-02,1.60E-01
47.89,-7.01E-03,1.62E-01,-7.01E-03,1.62E-01,-7.01E-03,1.62E-01
47.9,1.06E-01,-1.31E-01,1.06E-01,-1.31E-01,1.06E-01,-1.31E-01
47.91,3.68E-02,1.78E-01,3.68E-02,1.78E-01,3.68E-02,1.78E-01
47.92,-3.47E-02,1.18E-01,-3.47E-02,1.18E-01,-3.47E-02,1.18E-01
47.93,5.92E-02,-1.97E-01,5.92E-02,-1.97E-01,5.92E-02,-1.97E-01
47.94,-6.02E-02,6.20E-02,-6.02E-02,6.20E-02,-6.02E-02,6.20E-02
47.95,-3.69E-02,2.97E-01,-3.69E-02,2.97E-01,-3.69E-02,2.97E-01
47.96,9.03E-02,-8.44E-02,9.03E-02,-8.44E-02,9.03E-02,-8.44E-02
47.97,3.42E-02,-3.35E-02,3.42E-02,-3.35E-02,3.42E-02,-3.35E-02
47.98,9.40E-02,1.10E-01,9.40E-02,1.10E-01,9.40E-02,1.10E-01
47.99,8.95E-02,8.45E-03,8.95E-02,8.45E-03,8.95E-02,8.45E-03
48,8.77E-02,-4.28E-03,8.77E-02,-4.28E-03,8.77E-02,-4.28E-03
48.01,-2.39E-01,1.84E-01,-2.39E-01,1.84E-01,-2.39E-01,1.84E-01
48.02,-1.98E-01,1.89E-02,-1.98E-01,1.89E-02,-1.98E-01,1.89E-02
48.03,3.93E-01,-1.14E-02,3.93E-01,-1.14E-02,3.93E-01,-1.14E-02
48.04,-1.64E-02,1.15E-01,-1.64E-02,1.15E-01,-1.64E-02,1.15E-01
48.05,-2.61E-02,-5.03E-03,-2.61E-02,-5.03E-03,-2.61E-02,-5.03E-03
48.06,1.34E-01,6.95E-03,1.34E-01,6.95E-03,1.34E-01,6.95E-03
48.07,-3.77E-02,1.18E-01,-3.77E-02,1.18E-01,-3.77E-02,1.18E-01
48.08,-1.45E-02,1.82E-02,-1.45E-02,1.82E-02,-1.45E-02,1.82E-02
48.09,5.62E-02,4.06E-02,5.62E-02,4.06E-02,5.62E-02,4.06E-02
48.1,-4.59E-02,5.15E-02,-4.59E-02,5.15E-02,-4.59E-02,5.15E-02
48.11,3.49E-02,3.95E-03,3.49E-02,3.95E-03,3.49E-02,3.95E-03
48.12,4.73E-02,7.62E-02,4.73E-02,7.62E-02,4.73E-02,7.62E-02
48.13,3.49E-02,1.18E-02,3.49E-02,1.18E-02,3.49E-02,1.18E-02
48.14,-1.04E-01,3.99E-02,-1.04E-01,3.99E-02,-1.04E-01,3.99E-02
48.15,1.02E-01,1.23E-01,1.02E-01,1.23E-01,1.02E-01,1.23E-01
48.16,1.92E-01,1.18E-02,1.92E-01,1.18E-02,1.92E-01,1.18E-02
48.17,-3.84E-02,5.19E-02,-3.84E-02,5.19E-02,-3.84E-02,5.19E-02
48.18,-4.86E-02,3.46E-02,-4.86E-02,3.46E-02,-4.86E-02,3.46E-02
48.19,4.50E-02,-9.89E-03,4.50E-02,-9.89E-03,4.50E-02,-9.89E-03
48.2,-1.01E-01,6.76E-02,-1.01E-01,6.76E-02,-1.01E-01,6.76E-02
48.21,2.72E-03,4.21E-02,2.72E-03,4.21E-02,2.72E-03,4.21E-02
48.22,1.10E-01,7.39E-02,1.10E-01,7.39E-02,1.10E-01,7.39E-02
48.23,1.60E-01,6.16E-02,1.60E-01,6.16E-02,1.60E-01,6.16E-02
48.24,6.15E-02,4.10E-02,6.15E-02,4.10E-02,6.15E-02,4.10E-02
48.25,-1.05E-01,2.90E-02,-1.05E-01,2.90E-02,-1.05E-01,2.90E-02
48.26,-1.63E-01,1.71E-02,-1.63E-01,1.71E-02,-1.63E-01,1.71E-02
48.27,5.81E-02,5.41E-02,5.81E-02,5.41E-02,5.81E-02,5.41E-02
48.28,1.83E-01,8.22E-02,1.83E-01,8.22E-02,1.83E-01,8.22E-02
48.29,6.11E-02,4.96E-02,6.11E-02,4.96E-02,6.11E-02,4.96E-02
48.3,-6.64E-03,-3.90E-03,-6.64E-03,-3.90E-03,-6.64E-03,-3.90E-03
48.31,8.06E-02,4.14E-02,8.06E-02,4.14E-02,8.06E-02,4.14E-02
48.32,-9.38E-02,4.74E-02,-9.38E-02,4.74E-02,-9.38E-02,4.74E-02
48.33,-1.19E-02,1.15E-01,-1.19E-02,1.15E-01,-1.19E-02,1.15E-01
48.34,2.97E-02,5.48E-02,2.97E-02,5.48E-02,2.97E-02,5.48E-02
48.35,1.60E-03,6.20E-03,1.60E-03,6.20E-03,1.60E-03,6.20E-03
48.36,1.12E-01,-3.98E-02,1.12E-01,-3.98E-02,1.12E-01,-3.98E-02
48.37,5.62E-02,4.36E-02,5.62E-02,4.36E-02,5.62E-02,4.36E-02
48.38,4.96E-03,1.13E-01,4.96E-03,1.13E-01,4.96E-03,1.13E-01
48.39,-7.06E-02,6.46E-02,-7.06E-02,6.46E-02,-7.06E-02,6.46E-02
48.4,2.37E-02,3.09E-02,2.37E-02,3.09E-02,2.37E-02,3.09E-02
48.41,8.35E-02,2.00E-02,8.35E-02,2.00E-02,8.35E-02,2.00E-02
48.42,-9.26E-03,6.05E-02,-9.26E-03,6.05E-02,-9.26E-03,6.05E-02
48.43,6.45E-02,7.95E-02,6.45E-02,7.95E-02,6.45E-02,7.95E-02
48.44,3.83E-02,-5.40E-03,3.83E-02,-5.40E-03,3.83E-02,-5.40E-03
48.45,-7.74E-02,4.10E-02,-7.74E-02,4.10E-02,-7.74E-02,4.10E-02
48.46,6.41E-02,4.14E-02,6.41E-02,4.14E-02,6.41E-02,4.14E-02
48.47,1.13E-01,2.87E-02,1.13E-01,2.87E-02,1.13E-01,2.87E-02
48.48,-8.34E-02,4.74E-02,-8.34E-02,4.74E-02,-8.34E-02,4.74E-02
48.49,-6.64E-03,5.04E-02,-6.64E-03,5.04E-02,-6.64E-03,5.04E-02
48.5,1.25E-01,9.86E-02,1.25E-01,9.86E-02,1.25E-01,9.86E-02
48.51,-5.53E-02,1.05E-01,-5.53E-02,1.05E-01,-5.53E-02,1.05E-01
48.52,1.32E-02,5.04E-02,1.32E-02,5.04E-02,1.32E-02,5.04E-02
48.53,1.79E-01,-8.40E-02,1.79E-01,-8.40E-02,1.79E-01,-8.40E-02
48.54,-1.49E-02,2.13E-04,-1.49E-02,2.13E-04,-1.49E-02,2.13E-04
48.55,-6.91E-02,7.66E-02,-6.91E-02,7.66E-02,-6.91E-02,7.66E-02
48.56,-1.11E-02,4.29E-02,-1.11E-02,4.29E-02,-1.11E-02,4.29E-02
48.57,-2.50E-02,1.15E-01,-2.50E-02,1.15E-01,-2.50E-02,1.15E-01
48.58,4.80E-02,5.52E-02,4.80E-02,5.52E-02,4.80E-02,5.52E-02
48.59,1.37E-01,2.23E-02,1.37E-01,2.23E-02,1.37E-01,2.23E-02
48.6,4.69E-02,3.61E-02,4.69E-02,3.61E-02,4.69E-02,3.61E-02
48.61,-6.09E-02,3.69E-02,-6.09E-02,3.69E-02,-6.09E-02,3.69E-02
48.62,8.35E-02,-3.16E-03,8.35E-02,-3.16E-03,8.35E-02,-3.16E-03
48.63,2.33E-02,4.85E-02,2.33E-02,4.85E-02,2.33E-02,4.85E-02
48.64,-8.30E-02,9.68E-02,-8.30E-02,9.68E-02,-8.30E-02,9.68E-02
48.65,3.60E-02,5.82E-02,3.60E-02,5.82E-02,3.60E-02,5.82E-02
48.66,-8.13E-03,2.27E-02,-8.13E-03,2.27E-02,-8.13E-03,2.27E-02
48.67,8.39E-02,6.98E-02,8.39E-02,6.98E-02,8.39E-02,6.98E-02
48.68,9.89E-02,2.72E-02,9.89E-02,2.72E-02,9.89E-02,2.72E-02
48.69,-6.26E-03,7.39E-02,-6.26E-03,7.39E-02,-6.26E-03,7.39E-02
48.7,-4.22E-02,7.70E-03,-4.22E-02,7.70E-03,-4.22E-02,7.70E-03
48.71,4.05E-02,-5.14E-02,4.05E-02,-5.14E-02,4.05E-02,-5.14E-02
48.72,1.60E-03,1.00E-01,1.60E-03,1.00E-01,1.60E-03,1.00E-01
48.73,5.06E-02,9.64E-02,5.06E-02,9.64E-02,5.06E-02,9.64E-02
48.74,1.02E-01,4.62E-02,1.02E-01,4.62E-02,1.02E-01,4.62E-02
48.75,-1.03E-01,8.55E-02,-1.03E-01,8.55E-02,-1.03E-01,8.55E-02
48.76,-2.57E-02,3.73E-02,-2.57E-02,3.73E-02,-2.57E-02,3.73E-02
48.77,1.53E-01,-2.07E-02,1.53E-01,-2.07E-02,1.53E-01,-2.07E-02
48.78,4.31E-02,1.74E-02,4.31E-02,1.74E-02,4.31E-02,1.74E-02
48.79,-2.83E-02,7.58E-02,-2.83E-02,7.58E-02,-2.83E-02,7.58E-02
48.8,1.88E-02,7.51E-02,1.88E-02,7.51E-02,1.88E-02,7.51E-02
48.81,-2.95E-02,3.16E-02,-2.95E-02,3.16E-02,-2.95E-02,3.16E-02
48.82,6.09E-03,-9.14E-03,6.09E-03,-9.14E-03,6.09E-03,-9.14E-03
48.83,1.21E-01,5.48E-02,1.21E-01,5.48E-02,1.21E-01,5.48E-02
48.84,1.06E-02,7.66E-02,1.06E-02,7.66E-02,1.06E-02,7.66E-02
48.85,-1.30E-02,8.10E-02,-1.30E-02,8.10E-02,-1.30E-02,8.10E-02
48.86,-2.53E-02,5.26E-02,-2.53E-02,5.26E-02,-2.53E-02,5.26E-02
48.87,9.10E-02,2.83E-02,9.10E-02,2.83E-02,9.10E-02,2.83E-02
48.88,2.85E-02,1.07E-02,2.85E-02,1.07E-02,2.85E-02,1.07E-02
48.89,1.36E-02,3.43E-02,1.36E-02,3.43E-02,1.36E-02,3.43E-02
48.9,3.86E-02,1.71E-03,3.86E-02,1.71E-03,3.86E-02,1.71E-03
48.91,2.70E-02,1.15E-01,2.70E-02,1.15E-01,2.70E-02,1.15E-01
48.92,-3.06E-02,6.42E-02,-3.06E-02,6.42E-02,-3.06E-02,6.42E-02
48.93,5.92E-02,3.39E-02,5.92E-02,3.39E-02,5.92E-02,3.39E-02
48.94,-3.47E-02,1.22E-02,-3.47E-02,1.22E-02,-3.47E-02,1.22E-02
48.95,-5.68E-02,2.64E-02,-5.68E-02,2.64E-02,-5.68E-02,2.64E-02
48.96,1.51E-01,1.85E-02,1.51E-01,1.85E-02,1.51E-01,1.85E-02
48.97,9.18E-02,1.16E-01,9.18E-02,1.16E-01,9.18E-02,1.16E-01
48.98,-1.82E-02,1.01E-01,-1.82E-02,1.01E-01,-1.82E-02,1.01E-01
48.99,-4.86E-02,-5.03E-03,-4.86E-02,-5.03E-03,-4.86E-02,-5.03E-03
49,1.06E-02,-1.74E-02,1.06E-02,-1.74E-02,1.06E-02,-1.74E-02
49.01,5.62E-02,1.07E-02,5.62E-02,1.07E-02,5.62E-02,1.07E-02
49.02,5.55E-02,1.08E-01,5.55E-02,1.08E-01,5.55E-02,1.08E-01
49.03,-3.47E-02,9.38E-02,-3.47E-02,9.38E-02,-3.47E-02,9.38E-02
49.04,2.37E-02,4.10E-02,2.37E-02,4.10E-02,2.37E-02,4.10E-02
49.05,3.56E-02,-5.29E-02,3.56E-02,-5.29E-02,3.56E-02,-5.29E-02
49.06,7.16E-02,1.34E-03,7.16E-02,1.34E-03,7.16E-02,1.34E-03
49.07,1.21E-02,1.62E-01,1.21E-02,1.62E-01,1.21E-02,1.62E-01
49.08,-5.98E-02,8.55E-02,-5.98E-02,8.55E-02,-5.98E-02,8.55E-02
49.09,2.03E-02,1.11E-02,2.03E-02,1.11E-02,2.03E-02,1.11E-02
49.1,8.62E-02,8.45E-03,8.62E-02,8.45E-03,8.62E-02,8.45E-03
