timestamp,S1,S2
21.13000,4.35E-02,2.90E-02
21.14000,6.78E-02,9.04E-02
21.15000,2.04E-01,6.76E-02
21.16000,-5.42E-02,6.72E-02
21.17000,-1.77E-01,4.89E-02
21.18000,3.23E-02,4.96E-02
21.19000,1.73E-01,6.20E-02
21.20000,7.31E-02,4.47E-02
21.21000,-1.41E-02,4.62E-02
21.22000,5.55E-02,5.07E-02
21.23000,-2.39E-02,1.11E-01
21.24000,1.96E-02,8.03E-02
21.25000,1.04E-01,-1.85E-02
21.26000,-9.63E-03,2.30E-02
21.27000,4.59E-03,7.88E-02
21.28000,9.59E-02,8.40E-02
21.29000,7.58E-03,1.23E-01
21.30000,-2.12E-02,5.07E-02
21.31000,2.52E-02,-8.77E-03
21.32000,5.02E-02,2.45E-02
21.33000,3.53E-02,4.29E-02
21.34000,7.01E-02,6.12E-02
21.35000,6.83E-03,9.04E-02
21.36000,1.66E-02,1.07E-01
21.37000,6.30E-02,4.92E-02
21.38000,4.05E-02,2.60E-02
21.39000,1.21E-02,3.84E-02
21.40000,8.13E-02,3.02E-02
21.41000,-1.90E-02,6.16E-02
21.42000,-3.10E-02,1.13E-01
21.43000,4.73E-02,5.78E-02
21.44000,3.08E-02,7.24E-02
21.45000,7.08E-02,2.00E-02
21.46000,8.06E-02,2.57E-02
21.47000,4.65E-02,6.91E-02
21.48000,-2.05E-02,4.10E-02
21.49000,-1.79E-02,7.66E-02
21.50000,5.51E-02,3.54E-02
21.51000,8.24E-02,8.33E-02
21.52000,-3.99E-02,6.35E-02
21.53000,-3.10E-02,4.89E-02
21.54000,1.19E-01,6.05E-02
21.55000,1.18E-01,5.30E-02
21.56000,2.03E-02,5.75E-02
21.57000,-5.64E-02,4.14E-02
21.58000,-6.05E-02,4.06E-02
21.59000,5.06E-02,7.39E-02
21.60000,1.51E-01,6.68E-02
21.61000,1.08E-01,7.06E-02
21.62000,-5.30E-02,2.00E-02
21.63000,6.46E-03,2.12E-02
21.64000,1.73E-02,9.41E-02
21.65000,2.72E-03,8.67E-02
21.66000,9.84E-05,4.81E-02
21.67000,6.90E-02,4.81E-02
21.68000,8.80E-02,3.35E-02
21.69000,4.31E-02,4.14E-02
21.70000,7.21E-03,9.60E-02
21.71000,2.26E-02,9.11E-02
21.72000,-1.77E-03,4.25E-02
21.73000,3.47E-03,1.44E-02
21.74000,6.33E-02,-1.03E-02
21.75000,1.20E-01,6.72E-02
21.76000,4.39E-02,1.27E-01
21.77000,-6.65E-02,1.04E-01
21.78000,-2.87E-02,5.11E-02
21.79000,4.20E-02,4.14E-02
21.80000,8.54E-02,7.32E-03
21.81000,7.91E-02,-9.14E-03
21.82000,2.29E-02,7.09E-02
21.83000,-1.45E-02,1.27E-01
21.84000,7.46E-02,8.70E-02
21.85000,1.60E-03,3.58E-02
21.86000,-1.90E-02,2.90E-02
21.87000,3.94E-02,5.30E-02
21.88000,4.13E-02,1.93E-02
21.89000,8.13E-02,6.64E-02
21.90000,3.64E-02,1.29E-01
21.91000,1.58E-02,1.63E-02
21.92000,2.63E-02,5.11E-02
21.93000,3.60E-02,5.90E-02
21.94000,-3.13E-02,2.04E-02
21.95000,6.83E-03,6.46E-02
21.96000,2.82E-02,9.49E-02
21.97000,1.20E-01,5.52E-02
21.98000,1.54E-01,6.31E-02
21.99000,1.60E-03,1.74E-02
22.00000,-1.09E-01,3.43E-02
22.01000,-1.64E-02,8.67E-02
22.02000,2.33E-02,6.35E-02
22.03000,6.00E-02,6.01E-02
22.04000,1.15E-01,5.15E-02
22.05000,1.15E-01,6.23E-02
22.06000,1.06E-02,9.98E-02
22.07000,-8.26E-02,1.85E-02
22.08000,-8.04E-02,1.41E-02
22.09000,6.11E-02,4.18E-02
22.10000,1.81E-01,6.01E-02
22.11000,7.19E-02,6.16E-02
22.12000,-1.75E-02,1.07E-01
22.13000,-5.89E-03,6.68E-02
22.14000,-3.77E-02,5.34E-02
22.15000,8.02E-02,2.42E-02
22.16000,5.59E-02,4.96E-02
22.17000,-6.88E-02,5.45E-02
22.18000,3.75E-02,3.02E-02
22.19000,1.82E-01,6.05E-02
22.20000,5.29E-02,7.95E-02
22.21000,-6.99E-02,8.25E-02
22.22000,-5.51E-03,5.34E-02
22.23000,3.08E-02,1.63E-02
22.24000,4.76E-02,2.79E-02
22.25000,2.37E-02,7.58E-02
22.26000,4.46E-02,9.19E-02
22.27000,1.30E-01,5.48E-02
22.28000,7.64E-02,5.26E-02
22.29000,-1.33E-01,7.51E-02
22.30000,-9.31E-02,1.59E-02
22.31000,9.37E-02,2.68E-02
22.32000,1.46E-01,1.19E-01
22.33000,1.30E-01,7.95E-02
22.34000,2.44E-02,1.59E-02
22.35000,-6.09E-02,1.85E-02
22.36000,-1.64E-02,4.59E-02
22.37000,1.43E-02,1.06E-01
22.38000,-1.94E-02,8.44E-02
22.39000,7.91E-02,3.35E-02
22.40000,8.92E-02,6.27E-02
22.41000,2.26E-02,2.94E-02
22.42000,3.30E-02,5.45E-03
22.43000,3.68E-02,3.50E-02
22.44000,-2.24E-02,8.10E-02
22.45000,6.48E-02,1.09E-01
22.46000,7.31E-02,1.00E-01
22.47000,-7.01E-03,5.86E-02
22.48000,-4.39E-03,2.45E-02
22.49000,-2.31E-02,2.15E-02
22.50000,1.60E-03,1.56E-02
22.51000,1.67E-01,4.18E-02
22.52000,1.41E-01,7.39E-02
22.53000,-4.97E-02,9.11E-02
22.54000,-5.79E-02,8.59E-02
22.55000,5.71E-03,7.17E-02
22.56000,6.75E-02,4.40E-02
22.57000,4.13E-02,4.10E-02
22.58000,3.79E-02,6.23E-02
22.59000,4.50E-02,8.82E-03
22.60000,3.64E-02,2.57E-02
22.61000,1.97E-03,8.93E-02
22.62000,5.51E-02,1.02E-01
22.63000,4.80E-02,4.29E-02
22.64000,-5.51E-03,5.34E-02
22.65000,-3.84E-02,6.12E-02
22.66000,1.81E-02,6.94E-02
22.67000,8.77E-02,2.15E-02
22.68000,1.03E-01,1.93E-02
22.69000,7.83E-02,4.85E-02
22.70000,1.97E-03,7.28E-02
22.71000,-6.80E-02,9.83E-02
22.72000,-2.50E-02,8.37E-02
22.73000,6.45E-02,4.51E-02
22.74000,9.96E-02,2.57E-02
22.75000,7.46E-02,4.96E-02
22.76000,3.84E-03,7.58E-02
22.77000,-3.64E-03,4.03E-02
22.78000,3.53E-02,4.55E-02
22.79000,-3.32E-02,5.75E-02
22.80000,2.07E-02,9.11E-02
22.81000,1.24E-01,5.26E-02
22.82000,1.01E-01,2.53E-02
22.83000,-4.03E-02,3.16E-02
22.84000,-7.32E-02,3.35E-02
22.85000,6.83E-03,8.82E-02
22.86000,7.79E-02,9.56E-02
22.87000,1.15E-01,4.51E-02
22.88000,9.40E-02,5.41E-02
22.89000,-3.58E-02,3.65E-02
22.90000,-1.23E-02,4.40E-02
22.91000,-4.33E-02,5.48E-02
22.92000,3.71E-02,7.28E-02
22.93000,9.03E-02,8.40E-02
22.94000,9.55E-02,3.91E-02
22.95000,5.29E-02,1.89E-02
22.96000,-2.76E-04,9.08E-02
22.97000,-2.52E-03,6.79E-02
22.98000,-5.19E-02,2.64E-02
22.99000,-4.77E-03,2.19E-02
23.00000,1.72E-01,3.88E-02
23.01000,7.64E-02,8.63E-02
23.02000,-6.02E-02,1.38E-01
23.03000,2.78E-02,7.81E-02
23.04000,1.43E-02,4.70E-03
23.05000,1.84E-02,1.82E-02
23.06000,7.31E-02,5.08E-03
23.07000,9.44E-02,9.98E-02
23.08000,3.12E-02,7.81E-02
23.09000,-3.55E-02,5.34E-02
23.10000,-2.91E-02,6.46E-02
23.11000,-4.77E-03,3.35E-02
23.12000,5.14E-02,2.49E-02
23.13000,1.47E-01,6.72E-02
23.14000,6.90E-02,9.34E-02
23.15000,-4.78E-02,4.92E-02
23.16000,1.97E-03,9.19E-02
23.17000,1.96E-02,-5.36E-04
23.18000,3.19E-02,1.33E-02
23.19000,2.37E-02,1.07E-01
23.20000,5.10E-02,8.59E-02
23.21000,9.33E-02,3.84E-02
23.22000,-1.30E-02,4.36E-02
23.23000,-4.86E-02,2.53E-02
23.24000,2.55E-02,5.56E-02
23.25000,1.36E-01,6.23E-02
23.26000,9.37E-02,6.50E-02
23.27000,-4.86E-02,4.18E-02
23.28000,-4.44E-02,7.95E-02
23.29000,1.81E-02,7.09E-02
23.30000,2.14E-02,5.86E-02
23.31000,2.44E-02,6.20E-02
23.32000,1.31E-01,5.11E-02
23.33000,1.48E-01,1.52E-02
23.34000,-1.41E-02,1.89E-02
23.35000,-4.44E-02,7.36E-02
23.36000,-6.26E-03,1.03E-01
23.37000,-6.02E-02,9.08E-02
23.38000,1.43E-02,1.34E-03
23.39000,1.41E-01,-1.10E-02
23.40000,5.25E-02,8.48E-02
23.41000,1.69E-02,1.05E-01
23.42000,5.59E-02,8.82E-02
23.43000,3.83E-02,7.77E-02
23.44000,1.32E-02,7.70E-03
23.45000,2.34E-03,-1.59E-02
23.46000,1.77E-02,6.05E-02
23.47000,1.62E-02,6.27E-02
23.48000,5.40E-02,7.69E-02
23.49000,1.13E-02,9.68E-02
23.50000,4.99E-02,8.22E-02
23.51000,7.12E-02,4.33E-03
23.52000,3.38E-02,-1.62E-04
23.53000,-1.34E-02,5.41E-02
23.54000,-5.83E-02,9.45E-02
23.55000,7.64E-02,8.44E-02
23.56000,1.47E-01,5.82E-02
23.57000,-2.76E-04,7.32E-02
23.58000,-1.18E-01,7.09E-02
23.59000,1.97E-03,-5.40E-03
23.60000,1.37E-01,1.07E-02
23.61000,1.34E-01,5.86E-02
23.62000,1.00E-01,4.36E-02
23.63000,-2.61E-02,6.72E-02
23.64000,-1.46E-01,1.16E-01
23.65000,-5.75E-02,1.09E-01
23.66000,2.67E-02,3.24E-02
23.67000,1.02E-01,-2.07E-02
23.68000,1.82E-01,-8.39E-03
23.69000,1.31E-01,8.25E-02
23.70000,-2.16E-02,1.40E-01
23.71000,-5.64E-02,1.02E-01
23.72000,-6.80E-02,1.89E-02
23.73000,-6.24E-02,-2.41E-03
23.74000,1.16E-01,1.82E-02
23.75000,1.52E-01,1.14E-02
23.76000,4.95E-02,1.01E-01
23.77000,2.67E-02,1.86E-01
23.78000,-6.64E-03,6.91E-02
23.79000,-6.16E-02,-2.71E-02
23.80000,-3.77E-02,1.41E-02
23.81000,3.08E-02,5.19E-02
23.82000,1.30E-01,2.90E-02
23.83000,2.20E-01,6.72E-02
23.84000,2.34E-03,9.90E-02
23.85000,-1.27E-01,8.25E-02
23.86000,-6.54E-02,6.38E-02
23.87000,6.07E-02,3.24E-02
23.88000,1.48E-01,2.04E-02
23.89000,1.09E-01,4.36E-02
23.90000,-6.31E-02,8.14E-02
23.91000,-5.42E-02,8.74E-02
23.92000,3.27E-02,7.62E-02
23.93000,1.62E-02,5.11E-02
23.94000,4.61E-02,-1.48E-02
23.95000,1.28E-01,1.41E-02
23.96000,5.32E-02,3.39E-02
23.97000,-1.08E-02,8.18E-02
23.98000,-2.44E-01,1.53E-01
23.99000,3.77E-01,1.06E-01
24.00000,9.29E-02,-2.41E-03
24.01000,-2.98E-02,-2.19E-02
24.02000,-2.15E-01,3.09E-02
24.03000,-4.48E-02,3.76E-02
24.04000,7.43E-01,7.13E-02
24.05000,-6.57E-01,1.54E-01
24.06000,8.74E-01,3.46E-02
24.07000,-2.09E+00,1.73E-01
24.08000,2.05E+00,-3.87E-02
24.09000,1.69E-01,1.34E-03
24.10000,-1.33E+00,-5.82E-02
24.11000,8.16E-01,3.39E-02
24.12000,-1.07E-01,3.25E-01
24.13000,1.12E-01,-1.79E-01
24.14000,-9.16E-02,-2.07E-02
24.15000,1.25E-01,4.37E-01
24.16000,4.65E-02,-1.02E-01
24.17000,-1.03E-01,-2.27E-01
24.18000,1.30E-01,1.73E-01
24.19000,-1.96E-01,4.04E-01
24.20000,2.98E-01,-1.73E-01
24.21000,4.99E-02,2.00E-01
24.22000,-1.60E-01,-5.77E-01
24.23000,-8.13E-03,1.06E+00
24.24000,2.35E-01,-7.19E-01
24.25000,-1.66E-01,8.03E-02
24.26000,2.09E-01,4.44E-01
24.27000,4.84E-02,-4.85E-01
24.28000,-1.63E-01,5.52E-01
24.29000,2.12E-01,-1.43E-01
24.30000,-1.44E-01,3.22E-01
24.31000,2.10E-01,-2.55E-01
24.32000,-2.68E-01,2.20E-01
24.33000,2.73E-01,9.19E-02
24.34000,1.48E-01,-2.04E-01
24.35000,-1.47E-01,1.55E-01
24.36000,9.37E-02,3.99E-02
24.37000,-1.53E-01,1.50E-01
24.38000,1.05E-01,6.95E-03
24.39000,1.77E-01,-7.46E-02
24.40000,-1.97E-01,3.89E-01
24.41000,2.63E-01,-1.31E-01
24.42000,1.21E-02,-3.98E-02
24.43000,-2.61E-02,2.39E-01
24.44000,-2.16E-01,-1.94E-01
24.45000,3.05E-01,2.00E-01
24.46000,1.81E-02,4.06E-02
24.47000,1.18E-01,2.30E-02
24.48000,-7.89E-02,1.73E-01
24.49000,-5.90E-02,5.60E-02
24.50000,2.33E-02,2.08E-02
24.51000,1.99E-02,3.61E-02
24.52000,2.09E-01,-4.06E-02
24.53000,-9.65E-02,8.22E-02
24.54000,2.72E-03,1.41E-01
24.55000,1.87E-01,-1.31E-01
24.56000,-3.58E-02,2.11E-01
24.57000,-4.07E-02,1.45E-01
24.58000,1.23E-01,-9.60E-02
24.59000,-1.40E-01,1.76E-01
24.60000,2.48E-02,1.26E-02
24.61000,1.62E-01,-2.00E-02
24.62000,6.52E-02,1.53E-01
24.63000,-2.35E-02,-6.75E-02
24.64000,1.12E-01,8.14E-02
24.65000,-9.53E-02,8.89E-02
24.66000,7.96E-03,1.48E-01
24.67000,1.30E-01,3.95E-03
24.68000,1.62E-02,-7.91E-02
24.69000,8.21E-02,1.20E-01
24.70000,-5.23E-02,6.08E-02
24.71000,-1.01E-01,6.61E-02
24.72000,4.84E-02,1.48E-01
24.73000,1.28E-01,9.23E-02
24.74000,-5.51E-03,-2.67E-02
24.75000,-2.52E-03,-1.74E-02
24.76000,1.59E-01,2.04E-02
24.77000,1.22E-01,3.39E-02
24.78000,2.55E-02,8.67E-02
24.79000,-9.12E-02,6.35E-02
24.80000,-1.01E-01,7.58E-02
24.81000,1.39E-02,1.22E-01
24.82000,3.34E-02,3.65E-02
24.83000,9.96E-02,1.02E-01
24.84000,8.84E-02,5.78E-02
24.85000,4.54E-02,-5.48E-02
24.86000,5.36E-02,8.45E-03
24.87000,2.89E-02,1.62E-01
24.88000,9.83E-03,2.75E-02
24.89000,3.47E-03,3.24E-02
24.90000,-8.51E-03,7.13E-02
24.91000,6.41E-02,5.19E-02
24.92000,2.59E-02,1.85E-02
24.93000,-2.87E-02,1.62E-01
24.94000,3.83E-02,6.01E-02
24.95000,1.77E-02,-2.90E-02
24.96000,2.72E-03,6.50E-02
24.97000,1.11E-01,7.77E-02
24.98000,1.47E-01,1.41E-02
24.99000,3.71E-02,1.82E-02
25.00000,-3.88E-02,1.17E-01
25.01000,-6.58E-02,5.78E-02
25.02000,-3.06E-02,3.58E-03
25.03000,4.91E-02,1.03E-01
25.04000,8.84E-02,1.01E-01
25.05000,5.44E-02,2.83E-03
25.06000,1.96E-02,7.99E-02
25.07000,1.60E-03,4.59E-02
25.08000,5.32E-02,-1.92E-02
25.09000,5.47E-02,7.99E-02
25.10000,-1.23E-02,6.61E-02
25.11000,7.49E-02,4.59E-02
25.12000,6.83E-03,3.02E-02
25.13000,6.60E-02,1.25E-01
25.14000,1.77E-02,1.07E-01
25.15000,-6.50E-02,-1.59E-02
25.16000,1.92E-02,4.77E-02
25.17000,9.96E-02,6.76E-02
25.18000,5.59E-02,4.85E-02
25.19000,1.73E-02,5.56E-02
25.20000,-3.25E-02,1.07E-02
25.21000,6.63E-02,6.50E-02
25.22000,5.32E-02,1.41E-02
25.23000,3.71E-02,1.57E-01
25.24000,3.30E-02,1.05E-01
25.25000,3.83E-02,-4.13E-02
25.26000,-7.76E-03,5.87E-04
25.27000,-5.45E-02,8.14E-02
25.28000,1.58E-02,6.31E-02
25.29000,1.10E-01,6.38E-02
25.30000,9.33E-02,9.19E-02
25.31000,9.03E-02,8.03E-02
25.32000,-5.08E-02,5.90E-02
25.33000,-7.77E-02,1.48E-02
25.34000,9.85E-02,2.34E-02
25.35000,8.39E-02,5.48E-02
25.36000,-3.92E-02,1.97E-02
25.37000,-6.80E-02,1.02E-01
25.38000,1.20E-01,9.49E-02
25.39000,1.24E-01,3.31E-02
25.40000,4.16E-02,2.60E-02
25.41000,-9.27E-02,5.04E-02
25.42000,-6.69E-02,3.99E-02
25.43000,1.43E-01,3.80E-02
25.44000,1.27E-01,1.03E-01
25.45000,-1.52E-02,1.15E-01
25.46000,-5.90E-02,2.79E-02
25.47000,4.65E-02,-2.11E-02
25.48000,1.05E-01,8.37E-02
25.49000,1.88E-02,7.99E-02
25.50000,-4.03E-02,4.44E-02
25.51000,-5.89E-03,3.35E-02
25.52000,1.55E-01,-8.02E-03
25.53000,5.06E-02,1.29E-01
25.54000,-8.90E-02,1.27E-01
25.55000,7.58E-03,3.95E-03
25.56000,3.42E-02,-1.70E-02
25.57000,6.93E-02,1.10E-01
25.58000,5.85E-02,7.51E-02
25.59000,6.90E-02,3.50E-02
25.60000,-4.03E-02,3.54E-02
25.61000,1.31E-01,4.14E-02
25.62000,9.48E-02,8.22E-02
25.63000,-1.92E-01,4.47E-02
25.64000,-1.29E-01,7.06E-02
25.65000,1.60E-01,4.21E-02
25.66000,1.60E-01,2.34E-02
25.67000,-6.64E-03,8.55E-02
25.68000,9.10E-02,8.10E-02
25.69000,8.99E-02,3.80E-02
25.70000,-8.22E-02,3.35E-02
25.71000,-7.47E-02,7.58E-02
25.72000,8.02E-02,7.58E-02
25.73000,6.78E-02,-8.77E-03
25.74000,1.99E-02,4.32E-02
25.75000,7.79E-02,6.87E-02
25.76000,-3.84E-02,1.25E-01
25.77000,-5.15E-02,-9.14E-03
25.78000,8.35E-02,2.79E-02
25.79000,1.35E-01,1.74E-01
25.80000,8.47E-02,-1.44E-02
25.81000,-5.30E-02,2.64E-02
25.82000,-7.81E-02,4.77E-02
25.83000,5.62E-02,5.82E-02
25.84000,1.04E-01,1.32E-01
25.85000,4.20E-02,3.84E-02
25.86000,-9.27E-02,5.45E-03
25.87000,9.10E-02,3.43E-02
25.88000,1.55E-01,6.20E-02
25.89000,-4.22E-02,9.19E-02
25.90000,-5.94E-02,5.11E-02
25.91000,-2.87E-02,5.22E-02
25.92000,9.07E-02,3.80E-02
25.93000,1.58E-01,8.63E-02
25.94000,4.80E-02,6.91E-02
25.95000,-9.31E-02,-3.16E-03
25.96000,-8.51E-03,8.07E-03
25.97000,9.10E-02,7.17E-02
25.98000,5.55E-02,1.17E-01
25.99000,3.68E-02,1.34E-01
26.00000,-5.23E-02,2.45E-02
26.01000,4.21E-03,-2.07E-02
26.02000,9.07E-02,3.43E-02
26.03000,4.91E-02,7.43E-02
26.04000,1.32E-02,3.28E-02
26.05000,5.25E-02,7.09E-02
26.06000,5.55E-02,8.07E-02
26.07000,3.42E-02,4.25E-02
26.08000,-8.00E-02,8.18E-02
26.09000,-4.39E-03,5.11E-02
26.10000,7.31E-02,5.45E-03
26.11000,6.15E-02,6.57E-02
26.12000,1.22E-01,6.31E-02
26.13000,4.96E-03,6.46E-02
26.14000,-9.61E-02,7.21E-02
26.15000,3.98E-02,1.59E-02
26.16000,1.16E-01,6.57E-02
26.17000,-4.44E-02,6.83E-02
26.18000,-4.74E-02,2.68E-02
26.19000,1.33E-01,3.84E-02
26.20000,1.51E-01,8.78E-02
26.21000,1.13E-02,4.81E-02
26.22000,-1.28E-01,4.70E-02
26.23000,-6.26E-03,9.11E-02
26.24000,2.00E-01,7.32E-03
26.25000,-1.19E-02,5.60E-02
26.26000,-1.27E-01,1.00E-01
26.27000,9.37E-02,4.29E-02
26.28000,1.09E-01,3.43E-02
26.29000,4.73E-02,2.79E-02
26.30000,8.71E-03,6.91E-02
26.31000,-2.39E-02,7.62E-02
26.32000,1.36E-02,5.75E-02
26.33000,6.60E-02,7.32E-02
26.34000,1.69E-02,3.76E-02
26.35000,2.03E-02,2.49E-02
26.36000,7.16E-02,2.60E-02
26.37000,9.52E-02,3.43E-02
26.38000,2.34E-03,9.94E-02
26.39000,-9.50E-02,1.18E-01
26.40000,-3.06E-02,2.49E-02
26.41000,1.05E-01,4.51E-02
26.42000,9.40E-02,5.93E-02
26.43000,1.25E-01,4.18E-02
26.44000,-1.39E-01,2.83E-02
26.45000,5.34E-03,7.70E-03
26.46000,5.74E-02,5.71E-02
26.47000,1.18E-01,1.21E-01
26.48000,5.40E-02,9.34E-02
26.49000,-4.11E-02,3.05E-02
26.50000,2.93E-02,4.62E-02
26.51000,5.47E-02,7.47E-02
26.52000,-2.15E-03,3.43E-02
26.53000,-4.07E-02,1.78E-02
26.54000,-6.64E-03,3.39E-02
26.55000,1.61E-01,4.89E-02
26.56000,1.54E-02,6.46E-02
26.57000,1.60E-03,8.85E-02
26.58000,1.29E-01,7.02E-02
26.59000,-1.19E-02,7.54E-02
26.60000,-1.56E-02,3.84E-02
26.61000,-4.29E-02,3.95E-02
26.62000,8.71E-03,4.92E-02
26.63000,1.48E-01,3.20E-02
26.64000,1.92E-02,2.23E-02
26.65000,2.14E-02,8.82E-02
26.66000,8.73E-02,1.10E-01
26.67000,-4.41E-02,4.77E-02
26.68000,-4.63E-02,2.19E-02
26.69000,-2.20E-02,6.38E-02
26.70000,5.32E-02,4.70E-03
26.71000,1.88E-01,2.94E-02
26.72000,1.42E-01,1.08E-01
26.73000,-6.84E-02,2.75E-02
26.74000,-7.44E-02,4.81E-02
26.75000,-4.41E-02,1.21E-01
26.76000,6.82E-02,3.91E-02
26.77000,1.15E-01,7.54E-02
26.78000,3.75E-02,5.11E-02
26.79000,-1.75E-02,5.11E-02
26.80000,2.07E-02,4.29E-02
26.81000,2.74E-02,1.41E-02
26.82000,2.74E-02,3.16E-02
26.83000,5.70E-02,5.22E-02
26.84000,4.39E-02,2.00E-02
26.85000,9.45E-03,8.97E-02
26.86000,2.03E-02,1.25E-01
26.87000,4.20E-02,6.20E-02
26.88000,5.51E-02,5.93E-02
26.89000,-2.05E-02,5.75E-02
26.90000,-3.73E-02,2.98E-02
26.91000,6.48E-02,4.51E-02
26.92000,6.52E-02,2.23E-02
26.93000,4.20E-02,4.51E-02
26.94000,9.08E-03,1.89E-02
26.95000,5.17E-02,3.39E-02
26.96000,1.21E-02,8.78E-02
26.97000,5.17E-02,1.31E-01
26.98000,4.13E-02,9.23E-02
26.99000,-3.43E-02,3.95E-02
27.00000,1.84E-02,3.20E-02
27.01000,3.34E-02,2.08E-03
27.02000,2.72E-03,2.27E-02
27.03000,7.91E-02,5.00E-02
27.04000,1.12E-01,6.16E-02
27.05000,-1.34E-02,9.26E-02
27.06000,-1.86E-02,8.82E-02
27.07000,1.62E-02,7.92E-02
27.08000,5.71E-03,1.41E-02
27.09000,4.50E-02,2.53E-02
27.10000,5.02E-02,5.82E-02
27.11000,-2.90E-03,1.41E-02
27.12000,1.21E-01,6.23E-02
27.13000,-3.32E-02,8.63E-02
27.14000,1.13E-02,6.16E-02
27.15000,1.30E-01,7.24E-02
27.16000,-1.94E-02,5.67E-02
27.17000,-1.97E-02,6.12E-02
27.18000,6.56E-02,4.92E-02
27.19000,-2.53E-02,2.75E-02
27.20000,-4.18E-02,2.57E-02
27.21000,1.36E-01,5.78E-02
27.22000,1.49E-01,6.20E-02
27.23000,-5.45E-02,5.78E-02
27.24000,-4.86E-02,9.45E-02
27.25000,-4.59E-02,6.87E-02
27.26000,6.83E-03,3.16E-02
27.27000,1.72E-01,3.99E-02
27.28000,1.31E-01,-1.78E-02
27.29000,4.58E-02,6.57E-02
27.30000,-2.95E-02,1.03E-01
27.31000,-8.00E-02,7.47E-02
27.32000,-8.97E-02,5.71E-02
27.33000,4.73E-02,4.29E-02
27.34000,1.67E-01,3.24E-02
27.35000,8.17E-02,5.26E-02
27.36000,5.34E-03,8.14E-02
27.37000,1.43E-02,6.01E-02
27.38000,3.34E-02,4.70E-02
27.39000,-2.12E-02,8.45E-03
27.40000,2.18E-02,6.95E-03
27.41000,9.52E-02,9.04E-02
27.42000,3.47E-03,9.90E-02
27.43000,-1.56E-02,8.67E-02
27.44000,-1.34E-02,5.63E-02
27.45000,4.73E-04,3.09E-02
27.46000,1.00E-01,3.21E-03
27.47000,1.34E-01,3.58E-03
27.48000,1.66E-02,1.01E-01
27.49000,-2.39E-02,1.04E-01
27.50000,3.15E-02,6.08E-02
27.51000,1.99E-02,5.63E-02
27.52000,-2.31E-02,3.09E-02
27.53000,4.13E-02,1.63E-02
27.54000,3.30E-02,6.53E-02
27.55000,4.69E-02,9.41E-02
27.56000,3.27E-02,6.91E-02
27.57000,-1.30E-02,4.92E-02
27.58000,5.25E-02,-1.36E-02
27.59000,1.97E-01,3.46E-02
27.60000,-8.71E-02,8.74E-02
27.61000,-9.91E-02,8.44E-02
27.62000,5.85E-02,5.11E-02
27.63000,5.06E-02,5.71E-02
27.64000,6.67E-02,5.82E-02
27.65000,7.38E-02,3.88E-02
27.66000,8.47E-04,3.84E-02
27.67000,3.09E-03,5.04E-02
27.68000,5.92E-02,7.95E-02
27.69000,3.08E-02,6.46E-02
27.70000,-2.53E-02,4.70E-03
27.71000,1.39E-02,4.74E-02
27.72000,3.64E-02,8.89E-02
27.73000,5.44E-02,9.49E-02
27.74000,5.10E-02,7.17E-02
27.75000,-1.11E-02,4.33E-03
27.76000,1.33E-01,4.25E-02
27.77000,-3.51E-02,-1.74E-02
27.78000,5.02E-02,5.78E-02
27.79000,-1.74E-01,1.12E-01
27.80000,2.96E-01,4.66E-02
27.81000,-5.07E-01,9.41E-02
27.82000,6.80E-01,6.01E-02
27.83000,8.77E-02,4.10E-02
27.84000,-4.14E-01,3.91E-02
27.85000,2.12E-01,5.82E-02
27.86000,-9.46E-02,2.75E-02
27.87000,4.54E-02,2.57E-02
27.88000,1.25E-01,5.00E-02
27.89000,9.52E-02,1.21E-01
27.90000,-3.96E-02,7.28E-02
27.91000,-2.16E-02,-6.52E-03
27.92000,9.03E-02,2.57E-02
27.93000,-4.93E-02,1.29E-01
27.94000,2.67E-02,-5.78E-02
27.95000,5.92E-02,1.60E-01
27.96000,7.19E-02,-5.89E-02
27.97000,6.22E-02,3.01E-01
27.98000,-4.67E-02,-1.82E-01
27.99000,2.67E-02,1.01E-01
28.00000,7.05E-02,1.23E-01
28.01000,1.62E-02,-7.24E-02
28.02000,-4.82E-02,1.95E-01
28.03000,9.81E-02,-4.51E-02
28.04000,4.43E-02,1.29E-01
28.05000,-4.39E-03,-4.69E-02
28.06000,1.13E-02,1.51E-01
28.07000,7.72E-02,7.43E-02
28.08000,1.17E-02,-1.74E-02
28.09000,-3.27E-03,6.01E-02
28.10000,4.24E-02,2.15E-02
28.11000,-1.60E-02,8.70E-02
28.12000,9.07E-02,3.73E-02
28.13000,9.96E-02,6.98E-02
28.14000,-2.50E-02,1.17E-01
28.15000,6.83E-03,-2.75E-02
28.16000,-3.77E-02,4.85E-02
28.17000,2.67E-02,6.64E-02
28.18000,1.43E-02,9.61E-04
28.19000,1.27E-01,1.20E-01
28.20000,6.67E-02,6.27E-02
28.21000,6.83E-03,6.12E-02
28.22000,-9.16E-02,7.24E-02
28.23000,8.32E-02,2.30E-02
28.24000,8.09E-02,-2.03E-03
28.25000,1.39E-02,7.32E-02
28.26000,5.17E-02,4.55E-02
28.27000,-4.18E-02,8.22E-02
28.28000,-6.50E-04,1.01E-01
28.29000,8.99E-02,1.56E-02
28.30000,5.02E-02,7.58E-02
28.31000,2.72E-03,2.75E-02
28.32000,3.90E-02,2.12E-02
